,0
sy_tmag sy_w2mag sy_w1mag,0.0
sy_tmag sy_w2mag sy_w3mag,0.0
sy_tmag sy_w2mag sy_w4mag,0.0
sy_tmag sy_w2mag sy_plx,-0.0
sy_tmag sy_w2mag st_logg,0.0
sy_tmag sy_w2mag st_mass,0.0
sy_tmag sy_w2mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_tmag sy_w2mag soltype_Published Confirmed,0.0
sy_tmag sy_w2mag pl_tsystemref_BJD,0.0
sy_tmag sy_w2mag pl_tsystemref_BJD-TDB,0.0
sy_tmag sy_w2mag pl_tsystemref_BJD-UTC,-0.0
sy_tmag sy_w2mag pl_tsystemref_HJD,0.0
sy_tmag sy_w2mag pl_tsystemref_JD,-0.0
sy_tmag sy_w1mag^2,0.0
sy_tmag sy_w1mag sy_w3mag,0.0
sy_tmag sy_w1mag sy_w4mag,0.0
sy_tmag sy_w1mag sy_plx,-0.0
sy_tmag sy_w1mag st_logg,0.0
sy_tmag sy_w1mag st_mass,0.0
sy_tmag sy_w1mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_tmag sy_w1mag soltype_Published Confirmed,0.0
sy_tmag sy_w1mag pl_tsystemref_BJD,0.0
sy_tmag sy_w1mag pl_tsystemref_BJD-TDB,0.0
sy_tmag sy_w1mag pl_tsystemref_BJD-UTC,-0.0
sy_tmag sy_w1mag pl_tsystemref_HJD,0.0
sy_tmag sy_w1mag pl_tsystemref_JD,-0.0
sy_tmag sy_w3mag^2,0.0
sy_tmag sy_w3mag sy_w4mag,0.0
sy_tmag sy_w3mag sy_plx,-0.0
sy_tmag sy_w3mag st_logg,0.0
sy_tmag sy_w3mag st_mass,0.0
sy_tmag sy_w3mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_tmag sy_w3mag soltype_Published Confirmed,0.0
sy_tmag sy_w3mag pl_tsystemref_BJD,0.0
sy_tmag sy_w3mag pl_tsystemref_BJD-TDB,0.0
sy_tmag sy_w3mag pl_tsystemref_BJD-UTC,-0.0
sy_tmag sy_w3mag pl_tsystemref_HJD,0.0
sy_tmag sy_w3mag pl_tsystemref_JD,-0.0
sy_tmag sy_w4mag^2,0.0
sy_tmag sy_w4mag sy_plx,-0.0
sy_tmag sy_w4mag st_logg,0.0
sy_tmag sy_w4mag st_mass,0.0
sy_tmag sy_w4mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_tmag sy_w4mag soltype_Published Confirmed,0.0
sy_tmag sy_w4mag pl_tsystemref_BJD,0.0
sy_tmag sy_w4mag pl_tsystemref_BJD-TDB,0.0
sy_tmag sy_w4mag pl_tsystemref_BJD-UTC,-0.0
sy_tmag sy_w4mag pl_tsystemref_HJD,0.0
sy_tmag sy_w4mag pl_tsystemref_JD,-0.0
sy_tmag sy_plx^2,-0.0
sy_tmag sy_plx st_logg,-0.0
sy_tmag sy_plx st_mass,-0.0
sy_tmag sy_plx soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_tmag sy_plx soltype_Published Confirmed,-0.0
sy_tmag sy_plx pl_tsystemref_BJD,-0.0
sy_tmag sy_plx pl_tsystemref_BJD-TDB,-0.0
sy_tmag sy_plx pl_tsystemref_BJD-UTC,-0.0
sy_tmag sy_plx pl_tsystemref_HJD,0.0
sy_tmag sy_plx pl_tsystemref_JD,-0.0
sy_tmag st_logg^2,0.0
sy_tmag st_logg st_mass,0.0
sy_tmag st_logg soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_tmag st_logg soltype_Published Confirmed,0.0
sy_tmag st_logg pl_tsystemref_BJD,0.0
sy_tmag st_logg pl_tsystemref_BJD-TDB,0.0
sy_tmag st_logg pl_tsystemref_BJD-UTC,-0.0
sy_tmag st_logg pl_tsystemref_HJD,0.0
sy_tmag st_logg pl_tsystemref_JD,-0.0
sy_tmag st_mass^2,0.0
sy_tmag st_mass soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_tmag st_mass soltype_Published Confirmed,0.0
sy_tmag st_mass pl_tsystemref_BJD,0.0
sy_tmag st_mass pl_tsystemref_BJD-TDB,0.0
sy_tmag st_mass pl_tsystemref_BJD-UTC,0.0
sy_tmag st_mass pl_tsystemref_HJD,0.0
sy_tmag st_mass pl_tsystemref_JD,-0.0
sy_tmag soltype_Kepler Project Candidate (q1_q17_dr25_koi)^2,-0.0
sy_tmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) soltype_Published Confirmed,0.0
sy_tmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD,-0.0
sy_tmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD-TDB,0.0
sy_tmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD-UTC,0.0
sy_tmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_HJD,0.0
sy_tmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_JD,0.0
sy_tmag soltype_Published Confirmed^2,0.0
sy_tmag soltype_Published Confirmed pl_tsystemref_BJD,0.0
sy_tmag soltype_Published Confirmed pl_tsystemref_BJD-TDB,0.0
sy_tmag soltype_Published Confirmed pl_tsystemref_BJD-UTC,-0.0
sy_tmag soltype_Published Confirmed pl_tsystemref_HJD,0.0
sy_tmag soltype_Published Confirmed pl_tsystemref_JD,-0.0
sy_tmag pl_tsystemref_BJD^2,0.0
sy_tmag pl_tsystemref_BJD pl_tsystemref_BJD-TDB,0.0
sy_tmag pl_tsystemref_BJD pl_tsystemref_BJD-UTC,0.0
sy_tmag pl_tsystemref_BJD pl_tsystemref_HJD,0.0
sy_tmag pl_tsystemref_BJD pl_tsystemref_JD,0.0
sy_tmag pl_tsystemref_BJD-TDB^2,0.0
sy_tmag pl_tsystemref_BJD-TDB pl_tsystemref_BJD-UTC,0.0
sy_tmag pl_tsystemref_BJD-TDB pl_tsystemref_HJD,0.0
sy_tmag pl_tsystemref_BJD-TDB pl_tsystemref_JD,0.0
sy_tmag pl_tsystemref_BJD-UTC^2,-0.0
sy_tmag pl_tsystemref_BJD-UTC pl_tsystemref_HJD,0.0
sy_tmag pl_tsystemref_BJD-UTC pl_tsystemref_JD,0.0
sy_tmag pl_tsystemref_HJD^2,0.0
sy_tmag pl_tsystemref_HJD pl_tsystemref_JD,0.0
sy_tmag pl_tsystemref_JD^2,-0.0
sy_kmag^3,0.0
sy_kmag^2 sy_jmag,0.0
sy_kmag^2 sy_hmag,0.0
sy_kmag^2 sy_vmag,0.0
sy_kmag^2 sy_pm,-0.0
sy_kmag^2 sy_pmdec,-0.0
sy_kmag^2 sy_pmra,-0.0
sy_kmag^2 pl_orbper,0.0
sy_kmag^2 sy_gaiamag,0.0
sy_kmag^2 st_rad,0.0
sy_kmag^2 sy_bmag,0.0
sy_kmag^2 sy_dist,0.0
sy_kmag^2 st_teff,0.0
sy_kmag^2 sy_w2mag,0.0
sy_kmag^2 sy_w1mag,0.0
sy_kmag^2 sy_w3mag,0.0
sy_kmag^2 sy_w4mag,0.0
sy_kmag^2 sy_plx,-0.0
sy_kmag^2 st_logg,0.0
sy_kmag^2 st_mass,0.0
sy_kmag^2 soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag^2 soltype_Published Confirmed,0.0
sy_kmag^2 pl_tsystemref_BJD,0.0
sy_kmag^2 pl_tsystemref_BJD-TDB,0.0
sy_kmag^2 pl_tsystemref_BJD-UTC,-0.0
sy_kmag^2 pl_tsystemref_HJD,0.0
sy_kmag^2 pl_tsystemref_JD,-0.0
sy_kmag sy_jmag^2,0.0
sy_kmag sy_jmag sy_hmag,0.0
sy_kmag sy_jmag sy_vmag,0.0
sy_kmag sy_jmag sy_pm,-0.0
sy_kmag sy_jmag sy_pmdec,-0.0
sy_kmag sy_jmag sy_pmra,-0.0
sy_kmag sy_jmag pl_orbper,0.0
sy_kmag sy_jmag sy_gaiamag,0.0
sy_kmag sy_jmag st_rad,0.0
sy_kmag sy_jmag sy_bmag,0.0
sy_kmag sy_jmag sy_dist,0.0
sy_kmag sy_jmag st_teff,0.0
sy_kmag sy_jmag sy_w2mag,0.0
sy_kmag sy_jmag sy_w1mag,0.0
sy_kmag sy_jmag sy_w3mag,0.0
sy_kmag sy_jmag sy_w4mag,0.0
sy_kmag sy_jmag sy_plx,-0.0
sy_kmag sy_jmag st_logg,0.0
sy_kmag sy_jmag st_mass,0.0
sy_kmag sy_jmag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_jmag soltype_Published Confirmed,0.0
sy_kmag sy_jmag pl_tsystemref_BJD,0.0
sy_kmag sy_jmag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_jmag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_jmag pl_tsystemref_HJD,0.0
sy_kmag sy_jmag pl_tsystemref_JD,-0.0
sy_kmag sy_hmag^2,0.0
sy_kmag sy_hmag sy_vmag,0.0
sy_kmag sy_hmag sy_pm,-0.0
sy_kmag sy_hmag sy_pmdec,-0.0
sy_kmag sy_hmag sy_pmra,-0.0
sy_kmag sy_hmag pl_orbper,0.0
sy_kmag sy_hmag sy_gaiamag,0.0
sy_kmag sy_hmag st_rad,0.0
sy_kmag sy_hmag sy_bmag,0.0
sy_kmag sy_hmag sy_dist,0.0
sy_kmag sy_hmag st_teff,0.0
sy_kmag sy_hmag sy_w2mag,0.0
sy_kmag sy_hmag sy_w1mag,0.0
sy_kmag sy_hmag sy_w3mag,0.0
sy_kmag sy_hmag sy_w4mag,0.0
sy_kmag sy_hmag sy_plx,-0.0
sy_kmag sy_hmag st_logg,0.0
sy_kmag sy_hmag st_mass,0.0
sy_kmag sy_hmag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_hmag soltype_Published Confirmed,0.0
sy_kmag sy_hmag pl_tsystemref_BJD,0.0
sy_kmag sy_hmag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_hmag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_hmag pl_tsystemref_HJD,0.0
sy_kmag sy_hmag pl_tsystemref_JD,-0.0
sy_kmag sy_vmag^2,0.0
sy_kmag sy_vmag sy_pm,-0.0
sy_kmag sy_vmag sy_pmdec,-0.0
sy_kmag sy_vmag sy_pmra,-0.0
sy_kmag sy_vmag pl_orbper,0.0
sy_kmag sy_vmag sy_gaiamag,0.0
sy_kmag sy_vmag st_rad,0.0
sy_kmag sy_vmag sy_bmag,0.0
sy_kmag sy_vmag sy_dist,0.0
sy_kmag sy_vmag st_teff,0.0
sy_kmag sy_vmag sy_w2mag,0.0
sy_kmag sy_vmag sy_w1mag,0.0
sy_kmag sy_vmag sy_w3mag,0.0
sy_kmag sy_vmag sy_w4mag,0.0
sy_kmag sy_vmag sy_plx,-0.0
sy_kmag sy_vmag st_logg,0.0
sy_kmag sy_vmag st_mass,0.0
sy_kmag sy_vmag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_vmag soltype_Published Confirmed,0.0
sy_kmag sy_vmag pl_tsystemref_BJD,0.0
sy_kmag sy_vmag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_vmag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_vmag pl_tsystemref_HJD,0.0
sy_kmag sy_vmag pl_tsystemref_JD,-0.0
sy_kmag sy_pm^2,0.0
sy_kmag sy_pm sy_pmdec,-0.0
sy_kmag sy_pm sy_pmra,0.0
sy_kmag sy_pm pl_orbper,0.0
sy_kmag sy_pm sy_gaiamag,-0.0
sy_kmag sy_pm st_rad,0.0
sy_kmag sy_pm sy_bmag,-0.0
sy_kmag sy_pm sy_dist,0.0
sy_kmag sy_pm st_teff,-0.0
sy_kmag sy_pm sy_w2mag,-0.0
sy_kmag sy_pm sy_w1mag,-0.0
sy_kmag sy_pm sy_w3mag,-0.0
sy_kmag sy_pm sy_w4mag,-0.0
sy_kmag sy_pm sy_plx,-0.0
sy_kmag sy_pm st_logg,-0.0
sy_kmag sy_pm st_mass,0.0
sy_kmag sy_pm soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_pm soltype_Published Confirmed,-0.0
sy_kmag sy_pm pl_tsystemref_BJD,0.0
sy_kmag sy_pm pl_tsystemref_BJD-TDB,-0.0
sy_kmag sy_pm pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_pm pl_tsystemref_HJD,0.0
sy_kmag sy_pm pl_tsystemref_JD,-0.0
sy_kmag sy_pmdec^2,0.0
sy_kmag sy_pmdec sy_pmra,0.0
sy_kmag sy_pmdec pl_orbper,-0.0
sy_kmag sy_pmdec sy_gaiamag,-0.0
sy_kmag sy_pmdec st_rad,-0.0
sy_kmag sy_pmdec sy_bmag,-0.0
sy_kmag sy_pmdec sy_dist,-0.0
sy_kmag sy_pmdec st_teff,-0.0
sy_kmag sy_pmdec sy_w2mag,-0.0
sy_kmag sy_pmdec sy_w1mag,-0.0
sy_kmag sy_pmdec sy_w3mag,-0.0
sy_kmag sy_pmdec sy_w4mag,-0.0
sy_kmag sy_pmdec sy_plx,-0.0
sy_kmag sy_pmdec st_logg,-0.0
sy_kmag sy_pmdec st_mass,-0.0
sy_kmag sy_pmdec soltype_Kepler Project Candidate (q1_q17_dr25_koi),0.0
sy_kmag sy_pmdec soltype_Published Confirmed,-0.0
sy_kmag sy_pmdec pl_tsystemref_BJD,-0.0
sy_kmag sy_pmdec pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_pmdec pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_pmdec pl_tsystemref_HJD,0.0
sy_kmag sy_pmdec pl_tsystemref_JD,-0.0
sy_kmag sy_pmra^2,0.0
sy_kmag sy_pmra pl_orbper,0.0
sy_kmag sy_pmra sy_gaiamag,-0.0
sy_kmag sy_pmra st_rad,-0.0
sy_kmag sy_pmra sy_bmag,-0.0
sy_kmag sy_pmra sy_dist,-0.0
sy_kmag sy_pmra st_teff,-0.0
sy_kmag sy_pmra sy_w2mag,-0.0
sy_kmag sy_pmra sy_w1mag,-0.0
sy_kmag sy_pmra sy_w3mag,-0.0
sy_kmag sy_pmra sy_w4mag,-0.0
sy_kmag sy_pmra sy_plx,0.0
sy_kmag sy_pmra st_logg,-0.0
sy_kmag sy_pmra st_mass,-0.0
sy_kmag sy_pmra soltype_Kepler Project Candidate (q1_q17_dr25_koi),0.0
sy_kmag sy_pmra soltype_Published Confirmed,-0.0
sy_kmag sy_pmra pl_tsystemref_BJD,0.0
sy_kmag sy_pmra pl_tsystemref_BJD-TDB,-0.0
sy_kmag sy_pmra pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_pmra pl_tsystemref_HJD,-0.0
sy_kmag sy_pmra pl_tsystemref_JD,-0.0
sy_kmag pl_orbper^2,-0.0
sy_kmag pl_orbper sy_gaiamag,0.0
sy_kmag pl_orbper st_rad,0.0
sy_kmag pl_orbper sy_bmag,0.0
sy_kmag pl_orbper sy_dist,0.0
sy_kmag pl_orbper st_teff,0.0
sy_kmag pl_orbper sy_w2mag,0.0
sy_kmag pl_orbper sy_w1mag,0.0
sy_kmag pl_orbper sy_w3mag,0.0
sy_kmag pl_orbper sy_w4mag,0.0
sy_kmag pl_orbper sy_plx,0.0
sy_kmag pl_orbper st_logg,0.0
sy_kmag pl_orbper st_mass,0.0
sy_kmag pl_orbper soltype_Kepler Project Candidate (q1_q17_dr25_koi),0.0
sy_kmag pl_orbper soltype_Published Confirmed,0.0
sy_kmag pl_orbper pl_tsystemref_BJD,0.0
sy_kmag pl_orbper pl_tsystemref_BJD-TDB,0.0
sy_kmag pl_orbper pl_tsystemref_BJD-UTC,-0.0
sy_kmag pl_orbper pl_tsystemref_HJD,0.0
sy_kmag pl_orbper pl_tsystemref_JD,0.0
sy_kmag sy_gaiamag^2,0.0
sy_kmag sy_gaiamag st_rad,0.0
sy_kmag sy_gaiamag sy_bmag,0.0
sy_kmag sy_gaiamag sy_dist,0.0
sy_kmag sy_gaiamag st_teff,0.0
sy_kmag sy_gaiamag sy_w2mag,0.0
sy_kmag sy_gaiamag sy_w1mag,0.0
sy_kmag sy_gaiamag sy_w3mag,0.0
sy_kmag sy_gaiamag sy_w4mag,0.0
sy_kmag sy_gaiamag sy_plx,-0.0
sy_kmag sy_gaiamag st_logg,0.0
sy_kmag sy_gaiamag st_mass,0.0
sy_kmag sy_gaiamag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_gaiamag soltype_Published Confirmed,0.0
sy_kmag sy_gaiamag pl_tsystemref_BJD,0.0
sy_kmag sy_gaiamag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_gaiamag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_gaiamag pl_tsystemref_HJD,0.0
sy_kmag sy_gaiamag pl_tsystemref_JD,-0.0
sy_kmag st_rad^2,0.0
sy_kmag st_rad sy_bmag,0.0
sy_kmag st_rad sy_dist,0.0
sy_kmag st_rad st_teff,0.0
sy_kmag st_rad sy_w2mag,0.0
sy_kmag st_rad sy_w1mag,0.0
sy_kmag st_rad sy_w3mag,0.0
sy_kmag st_rad sy_w4mag,0.0
sy_kmag st_rad sy_plx,0.0
sy_kmag st_rad st_logg,0.0
sy_kmag st_rad st_mass,0.0
sy_kmag st_rad soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag st_rad soltype_Published Confirmed,0.0
sy_kmag st_rad pl_tsystemref_BJD,0.0
sy_kmag st_rad pl_tsystemref_BJD-TDB,0.0
sy_kmag st_rad pl_tsystemref_BJD-UTC,0.0
sy_kmag st_rad pl_tsystemref_HJD,0.0
sy_kmag st_rad pl_tsystemref_JD,-0.0
sy_kmag sy_bmag^2,0.0
sy_kmag sy_bmag sy_dist,0.0
sy_kmag sy_bmag st_teff,0.0
sy_kmag sy_bmag sy_w2mag,0.0
sy_kmag sy_bmag sy_w1mag,0.0
sy_kmag sy_bmag sy_w3mag,0.0
sy_kmag sy_bmag sy_w4mag,0.0
sy_kmag sy_bmag sy_plx,-0.0
sy_kmag sy_bmag st_logg,0.0
sy_kmag sy_bmag st_mass,0.0
sy_kmag sy_bmag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_bmag soltype_Published Confirmed,0.0
sy_kmag sy_bmag pl_tsystemref_BJD,0.0
sy_kmag sy_bmag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_bmag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_bmag pl_tsystemref_HJD,0.0
sy_kmag sy_bmag pl_tsystemref_JD,-0.0
sy_kmag sy_dist^2,0.0
sy_kmag sy_dist st_teff,0.0
sy_kmag sy_dist sy_w2mag,0.0
sy_kmag sy_dist sy_w1mag,0.0
sy_kmag sy_dist sy_w3mag,0.0
sy_kmag sy_dist sy_w4mag,0.0
sy_kmag sy_dist sy_plx,0.0
sy_kmag sy_dist st_logg,0.0
sy_kmag sy_dist st_mass,0.0
sy_kmag sy_dist soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_dist soltype_Published Confirmed,0.0
sy_kmag sy_dist pl_tsystemref_BJD,0.0
sy_kmag sy_dist pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_dist pl_tsystemref_BJD-UTC,0.0
sy_kmag sy_dist pl_tsystemref_HJD,0.0
sy_kmag sy_dist pl_tsystemref_JD,0.0
sy_kmag st_teff^2,0.0
sy_kmag st_teff sy_w2mag,0.0
sy_kmag st_teff sy_w1mag,0.0
sy_kmag st_teff sy_w3mag,0.0
sy_kmag st_teff sy_w4mag,0.0
sy_kmag st_teff sy_plx,-0.0
sy_kmag st_teff st_logg,0.0
sy_kmag st_teff st_mass,0.0
sy_kmag st_teff soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag st_teff soltype_Published Confirmed,0.0
sy_kmag st_teff pl_tsystemref_BJD,0.0
sy_kmag st_teff pl_tsystemref_BJD-TDB,0.0
sy_kmag st_teff pl_tsystemref_BJD-UTC,0.0
sy_kmag st_teff pl_tsystemref_HJD,0.0
sy_kmag st_teff pl_tsystemref_JD,-0.0
sy_kmag sy_w2mag^2,0.0
sy_kmag sy_w2mag sy_w1mag,0.0
sy_kmag sy_w2mag sy_w3mag,0.0
sy_kmag sy_w2mag sy_w4mag,0.0
sy_kmag sy_w2mag sy_plx,-0.0
sy_kmag sy_w2mag st_logg,0.0
sy_kmag sy_w2mag st_mass,0.0
sy_kmag sy_w2mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_w2mag soltype_Published Confirmed,0.0
sy_kmag sy_w2mag pl_tsystemref_BJD,0.0
sy_kmag sy_w2mag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_w2mag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_w2mag pl_tsystemref_HJD,0.0
sy_kmag sy_w2mag pl_tsystemref_JD,-0.0
sy_kmag sy_w1mag^2,0.0
sy_kmag sy_w1mag sy_w3mag,0.0
sy_kmag sy_w1mag sy_w4mag,0.0
sy_kmag sy_w1mag sy_plx,-0.0
sy_kmag sy_w1mag st_logg,0.0
sy_kmag sy_w1mag st_mass,0.0
sy_kmag sy_w1mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_w1mag soltype_Published Confirmed,0.0
sy_kmag sy_w1mag pl_tsystemref_BJD,0.0
sy_kmag sy_w1mag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_w1mag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_w1mag pl_tsystemref_HJD,0.0
sy_kmag sy_w1mag pl_tsystemref_JD,-0.0
sy_kmag sy_w3mag^2,0.0
sy_kmag sy_w3mag sy_w4mag,0.0
sy_kmag sy_w3mag sy_plx,-0.0
sy_kmag sy_w3mag st_logg,0.0
sy_kmag sy_w3mag st_mass,0.0
sy_kmag sy_w3mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_w3mag soltype_Published Confirmed,0.0
sy_kmag sy_w3mag pl_tsystemref_BJD,0.0
sy_kmag sy_w3mag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_w3mag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_w3mag pl_tsystemref_HJD,0.0
sy_kmag sy_w3mag pl_tsystemref_JD,-0.0
sy_kmag sy_w4mag^2,0.0
sy_kmag sy_w4mag sy_plx,-0.0
sy_kmag sy_w4mag st_logg,0.0
sy_kmag sy_w4mag st_mass,0.0
sy_kmag sy_w4mag soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_w4mag soltype_Published Confirmed,0.0
sy_kmag sy_w4mag pl_tsystemref_BJD,0.0
sy_kmag sy_w4mag pl_tsystemref_BJD-TDB,0.0
sy_kmag sy_w4mag pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_w4mag pl_tsystemref_HJD,0.0
sy_kmag sy_w4mag pl_tsystemref_JD,-0.0
sy_kmag sy_plx^2,-0.0
sy_kmag sy_plx st_logg,-0.0
sy_kmag sy_plx st_mass,-0.0
sy_kmag sy_plx soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag sy_plx soltype_Published Confirmed,-0.0
sy_kmag sy_plx pl_tsystemref_BJD,-0.0
sy_kmag sy_plx pl_tsystemref_BJD-TDB,-0.0
sy_kmag sy_plx pl_tsystemref_BJD-UTC,-0.0
sy_kmag sy_plx pl_tsystemref_HJD,0.0
sy_kmag sy_plx pl_tsystemref_JD,-0.0
sy_kmag st_logg^2,0.0
sy_kmag st_logg st_mass,0.0
sy_kmag st_logg soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag st_logg soltype_Published Confirmed,0.0
sy_kmag st_logg pl_tsystemref_BJD,0.0
sy_kmag st_logg pl_tsystemref_BJD-TDB,0.0
sy_kmag st_logg pl_tsystemref_BJD-UTC,-0.0
sy_kmag st_logg pl_tsystemref_HJD,0.0
sy_kmag st_logg pl_tsystemref_JD,-0.0
sy_kmag st_mass^2,0.0
sy_kmag st_mass soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_kmag st_mass soltype_Published Confirmed,0.0
sy_kmag st_mass pl_tsystemref_BJD,0.0
sy_kmag st_mass pl_tsystemref_BJD-TDB,0.0
sy_kmag st_mass pl_tsystemref_BJD-UTC,0.0
sy_kmag st_mass pl_tsystemref_HJD,0.0
sy_kmag st_mass pl_tsystemref_JD,-0.0
sy_kmag soltype_Kepler Project Candidate (q1_q17_dr25_koi)^2,-0.0
sy_kmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) soltype_Published Confirmed,0.0
sy_kmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD,-0.0
sy_kmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD-TDB,0.0
sy_kmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_BJD-UTC,0.0
sy_kmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_HJD,0.0
sy_kmag soltype_Kepler Project Candidate (q1_q17_dr25_koi) pl_tsystemref_JD,0.0
sy_kmag soltype_Published Confirmed^2,0.0
sy_kmag soltype_Published Confirmed pl_tsystemref_BJD,0.0
sy_kmag soltype_Published Confirmed pl_tsystemref_BJD-TDB,0.0
sy_kmag soltype_Published Confirmed pl_tsystemref_BJD-UTC,-0.0
sy_kmag soltype_Published Confirmed pl_tsystemref_HJD,0.0
sy_kmag soltype_Published Confirmed pl_tsystemref_JD,-0.0
sy_kmag pl_tsystemref_BJD^2,0.0
sy_kmag pl_tsystemref_BJD pl_tsystemref_BJD-TDB,0.0
sy_kmag pl_tsystemref_BJD pl_tsystemref_BJD-UTC,0.0
sy_kmag pl_tsystemref_BJD pl_tsystemref_HJD,0.0
sy_kmag pl_tsystemref_BJD pl_tsystemref_JD,0.0
sy_kmag pl_tsystemref_BJD-TDB^2,0.0
sy_kmag pl_tsystemref_BJD-TDB pl_tsystemref_BJD-UTC,0.0
sy_kmag pl_tsystemref_BJD-TDB pl_tsystemref_HJD,0.0
sy_kmag pl_tsystemref_BJD-TDB pl_tsystemref_JD,0.0
sy_kmag pl_tsystemref_BJD-UTC^2,-0.0
sy_kmag pl_tsystemref_BJD-UTC pl_tsystemref_HJD,0.0
sy_kmag pl_tsystemref_BJD-UTC pl_tsystemref_JD,0.0
sy_kmag pl_tsystemref_HJD^2,0.0
sy_kmag pl_tsystemref_HJD pl_tsystemref_JD,0.0
sy_kmag pl_tsystemref_JD^2,-0.0
sy_jmag^3,0.0
sy_jmag^2 sy_hmag,0.0
sy_jmag^2 sy_vmag,0.0
sy_jmag^2 sy_pm,-0.0
sy_jmag^2 sy_pmdec,-0.0
sy_jmag^2 sy_pmra,-0.0
sy_jmag^2 pl_orbper,0.0
sy_jmag^2 sy_gaiamag,0.0
sy_jmag^2 st_rad,0.0
sy_jmag^2 sy_bmag,0.0
sy_jmag^2 sy_dist,0.0
sy_jmag^2 st_teff,0.0
sy_jmag^2 sy_w2mag,0.0
sy_jmag^2 sy_w1mag,0.0
sy_jmag^2 sy_w3mag,0.0
sy_jmag^2 sy_w4mag,0.0
sy_jmag^2 sy_plx,-0.0
sy_jmag^2 st_logg,0.0
sy_jmag^2 st_mass,0.0
sy_jmag^2 soltype_Kepler Project Candidate (q1_q17_dr25_koi),-0.0
sy_jmag^2 soltype_Published Confirmed,0.0
sy_jmag^2 pl_tsystemref_BJD,0.0
sy_jmag^2 pl_tsystemref_BJD-TDB,0.0
